Date,OutletID,OutletName,CashierID,CashierName,TransactionID,PaymentType,AmountKES,ItemCode,ItemName,Category,Quantity,UnitPriceKES,TotalPriceKES,CostPriceKES,ProfitKES,PrescriptionRequired,ExpiryDate,StockLevelBefore,StockLevelAfter,Voided,DiscountPercent
2024-08-08 15:24:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11283,M-Pesa,200.0,MED007,Omeprazole 20mg,Gastro,1,200,200.0,120,80.0,No,2024-10-07 15:24:00,186,185,No,0.0
2024-08-08 20:41:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10922,Cash,900.0,MED011,Cough Syrup 100ml,Cold & Flu,5,180,900.0,500,400.0,No,2024-09-07 20:41:00,30,25,No,0.0
2024-08-08 20:59:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN10078,M-Pesa,30.0,MED015,ORS Sachets,Gastro,1,30,30.0,15,15.0,No,2024-11-06 20:59:00,138,137,No,0.0
2024-08-09 08:54:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN11114,M-Pesa,50.0,MED001,Paracetamol 500mg,Painkillers,1,50,50.0,30,20.0,No,2025-08-09 08:54:00,137,136,No,0.0
2024-08-09 09:08:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10771,M-Pesa,100.0,MED019,Antacid Tablets,Gastro,1,100,100.0,60,40.0,No,2026-08-09 09:08:00,61,60,No,0.0
2024-08-09 11:25:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10121,Cash,150.0,MED003,Amoxicillin 500mg,Antibiotics,1,150,150.0,90,60.0,Yes,2024-09-08 11:25:00,198,197,No,0.0
2024-08-09 11:49:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10134,Cash,900.0,MED010,Multivitamin Plus,Vitamins,2,450,900.0,560,340.0,No,2024-10-08 11:49:00,88,86,No,0.0
2024-08-09 12:02:00,OUT003,Kisumu Mega,C009,Mary Nekesa,TXN10694,M-Pesa,200.0,MED018,BP Monitor Battery,Equipment,1,200,200.0,120,80.0,No,2024-11-07 12:02:00,67,66,No,0.0
2024-08-09 13:00:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10556,M-Pesa,250.0,MED009,Vitamin C 1000mg,Vitamins,1,250,250.0,150,100.0,No,2024-11-07 13:00:00,70,69,No,0.0
2024-08-09 14:07:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11261,M-Pesa,550.0,MED014,Artemether-Lum,Antimalarials,1,550,550.0,350,200.0,Yes,2024-10-08 14:07:00,94,93,No,0.0
2024-08-09 16:23:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN11341,M-Pesa,300.0,MED019,Antacid Tablets,Gastro,3,100,300.0,180,120.0,No,2024-11-07 16:23:00,59,56,No,0.0
2024-08-09 17:00:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11470,M-Pesa,350.0,MED004,Azithromycin 250mg,Antibiotics,1,350,350.0,200,150.0,Yes,2024-09-23 17:00:00,72,71,No,0.0
2024-08-09 17:16:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10296,Cash,180.0,MED008,Cetirizine 10mg,Allergy,3,60,180.0,105,75.0,No,2024-09-08 17:16:00,143,140,No,0.0
2024-08-09 21:56:00,OUT003,Kisumu Mega,C009,Mary Nekesa,TXN10298,M-Pesa,60.0,MED008,Cetirizine 10mg,Allergy,1,60,60.0,35,25.0,No,2024-10-08 21:56:00,75,74,No,0.0
2024-08-10 09:33:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10049,M-Pesa,300.0,MED019,Antacid Tablets,Gastro,3,100,300.0,180,120.0,No,2025-02-06 09:33:00,98,95,No,0.0
2024-08-10 10:50:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10055,M-Pesa,120.0,MED005,Metformin 500mg,Chronic,1,120,120.0,70,50.0,Yes,2024-11-08 10:50:00,105,104,No,0.0
2024-08-10 11:49:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10505,Cash,180.0,MED006,Amlodipine 5mg,Chronic,1,180,180.0,100,80.0,Yes,2026-08-10 11:49:00,24,23,No,0.0
2024-08-10 12:26:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN11493,M-Pesa,240.0,MED013,Malaria Test Kit,Diagnostics,1,300,240.0,180,60.0,No,2024-08-25 12:26:00,143,142,No,20.0
2024-08-10 13:07:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11398,Cash,300.0,MED013,Malaria Test Kit,Diagnostics,1,300,300.0,180,120.0,No,2025-02-06 13:07:00,90,89,No,0.0
2024-08-10 13:49:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN11349,Cash,600.0,MED013,Malaria Test Kit,Diagnostics,2,300,600.0,360,240.0,No,2024-11-08 13:49:00,72,70,No,0.0
2024-08-10 14:19:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN11374,M-Pesa,350.0,MED004,Azithromycin 250mg,Antibiotics,1,350,350.0,200,150.0,Yes,2024-09-09 14:19:00,34,33,No,0.0
2024-08-10 18:02:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10666,Cash,50.0,MED001,Paracetamol 500mg,Painkillers,1,50,50.0,30,20.0,No,2024-09-24 18:02:00,192,191,No,0.0
2024-08-10 18:52:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10948,M-Pesa,1100.0,MED014,Artemether-Lum,Antimalarials,2,550,1100.0,700,400.0,Yes,2024-11-08 18:52:00,58,56,No,0.0
2024-08-10 19:56:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10877,M-Pesa,250.0,MED017,Insulin Syringe,Diabetes,5,50,250.0,125,125.0,No,2024-09-09 19:56:00,105,100,No,0.0
2024-08-10 20:51:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10879,M-Pesa,200.0,MED018,BP Monitor Battery,Equipment,1,200,200.0,120,80.0,No,2025-08-10 20:51:00,99,98,No,0.0
2024-08-10 21:46:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11113,M-Pesa,250.0,MED009,Vitamin C 1000mg,Vitamins,1,250,250.0,150,100.0,No,2025-08-10 21:46:00,84,83,No,0.0
2024-08-11 10:50:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN11004,M-Pesa,30.0,MED015,ORS Sachets,Gastro,1,30,30.0,15,15.0,No,2025-08-11 10:50:00,168,167,No,0.0
2024-08-11 11:58:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN10303,Card,60.0,MED008,Cetirizine 10mg,Allergy,1,60,60.0,35,25.0,No,2025-02-07 11:58:00,96,95,No,0.0
2024-08-11 13:40:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN10271,M-Pesa,50.0,MED017,Insulin Syringe,Diabetes,1,50,50.0,25,25.0,No,2025-08-11 13:40:00,146,145,No,0.0
2024-08-11 14:28:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10104,M-Pesa,30.0,MED015,ORS Sachets,Gastro,1,30,30.0,15,15.0,No,2026-08-11 14:28:00,100,99,No,0.0
2024-08-11 15:07:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN10961,M-Pesa,700.0,MED004,Azithromycin 250mg,Antibiotics,2,350,700.0,400,300.0,Yes,2025-02-07 15:07:00,92,90,No,0.0
2024-08-11 15:13:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10064,M-Pesa,180.0,MED006,Amlodipine 5mg,Chronic,1,180,180.0,100,80.0,Yes,2026-08-11 15:13:00,164,163,No,0.0
2024-08-11 16:47:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11419,M-Pesa,200.0,MED018,BP Monitor Battery,Equipment,1,200,200.0,120,80.0,No,2026-08-11 16:47:00,78,77,No,0.0
2024-08-11 19:02:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN10976,M-Pesa,200.0,MED018,BP Monitor Battery,Equipment,1,200,200.0,120,80.0,No,2024-09-10 19:02:00,49,48,No,0.0
2024-08-12 08:24:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10980,M-Pesa,200.0,MED007,Omeprazole 20mg,Gastro,1,200,200.0,120,80.0,No,2024-11-10 08:24:00,116,115,No,0.0
2024-08-12 09:09:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10319,Cash,120.0,MED008,Cetirizine 10mg,Allergy,2,60,120.0,70,50.0,No,2025-02-08 09:09:00,74,72,No,0.0
2024-08-12 09:42:00,OUT003,Kisumu Mega,C009,Mary Nekesa,TXN10343,Cash,120.0,MED012,Flu Capsules,Cold & Flu,1,120,120.0,70,50.0,No,2025-08-12 09:42:00,68,67,No,0.0
2024-08-12 10:46:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10805,Cash,200.0,MED018,BP Monitor Battery,Equipment,1,200,200.0,120,80.0,No,2024-09-26 10:46:00,116,115,No,0.0
2024-08-12 15:42:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN11376,M-Pesa,250.0,MED009,Vitamin C 1000mg,Vitamins,1,250,250.0,150,100.0,No,2024-10-11 15:42:00,131,130,No,0.0
2024-08-12 20:03:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN10460,M-Pesa,171.0,MED006,Amlodipine 5mg,Chronic,1,180,171.0,100,71.0,Yes,2024-08-27 20:03:00,21,20,No,5.0
2024-08-13 11:36:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10178,Cash,250.0,MED009,Vitamin C 1000mg,Vitamins,1,250,250.0,150,100.0,No,2025-02-09 11:36:00,61,60,No,0.0
2024-08-13 14:24:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN11403,M-Pesa,240.0,MED005,Metformin 500mg,Chronic,2,120,240.0,140,100.0,Yes,2025-08-13 14:24:00,105,103,Yes,0.0
2024-08-13 14:44:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN10964,M-Pesa,50.0,MED001,Paracetamol 500mg,Painkillers,1,50,50.0,30,20.0,No,2026-08-13 14:44:00,167,166,No,0.0
2024-08-13 16:41:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10777,Cash,150.0,MED016,Zinc Tablets,Supplements,1,150,150.0,90,60.0,No,2024-09-27 16:41:00,39,38,No,0.0
2024-08-13 16:47:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11147,M-Pesa,180.0,MED006,Amlodipine 5mg,Chronic,1,180,180.0,100,80.0,Yes,2024-10-12 16:47:00,106,105,No,0.0
2024-08-13 17:49:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10480,M-Pesa,600.0,MED007,Omeprazole 20mg,Gastro,3,200,600.0,360,240.0,No,2026-08-13 17:49:00,120,117,No,0.0
2024-08-13 18:44:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11061,Cash,200.0,MED019,Antacid Tablets,Gastro,2,100,200.0,120,80.0,No,2026-08-13 18:44:00,199,197,Yes,0.0
2024-08-13 20:02:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10630,M-Pesa,50.0,MED017,Insulin Syringe,Diabetes,1,50,50.0,25,25.0,No,2026-08-13 20:02:00,88,87,No,0.0
2024-08-13 21:00:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11281,M-Pesa,150.0,MED013,Malaria Test Kit,Diagnostics,1,300,150.0,180,-30.0,No,2024-11-11 21:00:00,64,63,No,50.0
2024-08-13 21:56:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN10872,M-Pesa,136.0,MED002,Ibuprofen 400mg,Painkillers,2,80,136.0,100,36.0,No,2025-02-09 21:56:00,85,83,No,15.0
2024-08-14 08:44:00,OUT003,Kisumu Mega,C009,Mary Nekesa,TXN10389,M-Pesa,900.0,MED010,Multivitamin Plus,Vitamins,2,450,900.0,560,340.0,No,2025-08-14 08:44:00,153,151,No,0.0
2024-08-14 09:38:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11462,M-Pesa,150.0,MED015,ORS Sachets,Gastro,5,30,150.0,75,75.0,No,2025-02-10 09:38:00,153,148,No,0.0
2024-08-14 10:04:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN10866,M-Pesa,280.0,MED020,Eye Drops 10ml,Ophthalmic,1,280,280.0,170,110.0,No,2025-02-10 10:04:00,77,76,No,0.0
2024-08-14 10:16:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10416,Cash,150.0,MED003,Amoxicillin 500mg,Antibiotics,1,150,150.0,90,60.0,Yes,2025-08-14 10:16:00,71,70,No,0.0
2024-08-14 12:10:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN10560,M-Pesa,100.0,MED019,Antacid Tablets,Gastro,1,100,100.0,60,40.0,No,2024-09-28 12:10:00,107,106,No,0.0
2024-08-14 17:38:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN10037,M-Pesa,240.0,MED005,Metformin 500mg,Chronic,2,120,240.0,140,100.0,Yes,2025-08-14 17:38:00,95,93,No,0.0
2024-08-14 17:47:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10354,Cash,180.0,MED011,Cough Syrup 100ml,Cold & Flu,1,180,180.0,100,80.0,No,2026-08-14 17:47:00,58,57,No,0.0
2024-08-14 18:10:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10355,M-Pesa,100.0,MED019,Antacid Tablets,Gastro,1,100,100.0,60,40.0,No,2024-10-13 18:10:00,189,188,No,0.0
2024-08-14 19:07:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN11166,Cash,150.0,MED016,Zinc Tablets,Supplements,1,150,150.0,90,60.0,No,2024-10-13 19:07:00,47,46,No,0.0
2024-08-14 20:09:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN11446,Cash,560.0,MED020,Eye Drops 10ml,Ophthalmic,2,280,560.0,340,220.0,No,2025-08-14 20:09:00,47,45,No,0.0
2024-08-14 20:30:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN11007,M-Pesa,120.0,MED012,Flu Capsules,Cold & Flu,1,120,120.0,70,50.0,No,2025-02-10 20:30:00,71,70,No,0.0
2024-08-14 21:03:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN11270,Cash,96.0,MED005,Metformin 500mg,Chronic,1,120,96.0,70,26.0,Yes,2025-08-14 21:03:00,93,92,No,20.0
2024-08-15 17:22:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN11418,Cash,60.0,MED008,Cetirizine 10mg,Allergy,1,60,60.0,35,25.0,No,2024-09-14 17:22:00,130,129,No,0.0
2024-08-15 18:28:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10786,M-Pesa,240.0,MED005,Metformin 500mg,Chronic,2,120,240.0,140,100.0,Yes,2025-02-11 18:28:00,89,87,No,0.0
2024-08-15 18:45:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10847,Card,400.0,MED007,Omeprazole 20mg,Gastro,2,200,400.0,240,160.0,No,2026-08-15 18:45:00,198,196,No,0.0
2024-08-15 19:46:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10940,M-Pesa,360.0,MED005,Metformin 500mg,Chronic,3,120,360.0,210,150.0,Yes,2024-11-13 19:46:00,183,180,No,0.0
2024-08-15 21:01:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10146,M-Pesa,100.0,MED019,Antacid Tablets,Gastro,1,100,100.0,60,40.0,No,2026-08-15 21:01:00,145,144,Yes,0.0
2024-08-15 21:33:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10122,M-Pesa,200.0,MED007,Omeprazole 20mg,Gastro,1,200,200.0,120,80.0,No,2025-02-11 21:33:00,191,190,No,0.0
2024-08-16 08:12:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10419,M-Pesa,80.0,MED002,Ibuprofen 400mg,Painkillers,1,80,80.0,50,30.0,No,2024-09-15 08:12:00,187,186,No,0.0
2024-08-16 09:12:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN10340,M-Pesa,200.0,MED007,Omeprazole 20mg,Gastro,1,200,200.0,120,80.0,No,2025-02-12 09:12:00,182,181,No,0.0
2024-08-16 10:03:00,OUT003,Kisumu Mega,C009,Mary Nekesa,TXN10822,M-Pesa,450.0,MED010,Multivitamin Plus,Vitamins,1,450,450.0,280,170.0,No,2024-10-15 10:03:00,78,77,No,0.0
2024-08-16 11:02:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN11083,M-Pesa,1000.0,MED018,BP Monitor Battery,Equipment,5,200,1000.0,600,400.0,No,2025-02-12 11:02:00,68,63,No,0.0
2024-08-16 11:52:00,OUT003,Kisumu Mega,C009,Mary Nekesa,TXN10741,M-Pesa,150.0,MED016,Zinc Tablets,Supplements,1,150,150.0,90,60.0,No,2026-08-16 11:52:00,131,130,No,0.0
2024-08-16 19:01:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10803,Cash,80.0,MED002,Ibuprofen 400mg,Painkillers,1,80,80.0,50,30.0,No,2024-11-14 19:01:00,54,53,No,0.0
2024-08-16 19:25:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10436,Cash,250.0,MED009,Vitamin C 1000mg,Vitamins,1,250,250.0,150,100.0,No,2024-10-15 19:25:00,75,74,No,0.0
2024-08-16 20:25:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11489,M-Pesa,100.0,MED001,Paracetamol 500mg,Painkillers,2,50,100.0,60,40.0,No,2025-08-16 20:25:00,169,167,No,0.0
2024-08-16 21:54:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11274,Cash,350.0,MED004,Azithromycin 250mg,Antibiotics,1,350,350.0,200,150.0,Yes,2025-08-16 21:54:00,60,59,No,0.0
2024-08-17 10:50:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10947,M-Pesa,162.0,MED011,Cough Syrup 100ml,Cold & Flu,1,180,162.0,100,62.0,No,2025-02-13 10:50:00,152,151,No,10.0
2024-08-17 13:09:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11192,M-Pesa,180.0,MED006,Amlodipine 5mg,Chronic,1,180,180.0,100,80.0,Yes,2025-02-13 13:09:00,56,55,No,0.0
2024-08-17 15:22:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10369,M-Pesa,150.0,MED016,Zinc Tablets,Supplements,1,150,150.0,90,60.0,No,2024-10-01 15:22:00,90,89,Yes,0.0
2024-08-17 17:38:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10197,M-Pesa,120.0,MED008,Cetirizine 10mg,Allergy,2,60,120.0,70,50.0,No,2024-09-16 17:38:00,194,192,No,0.0
2024-08-17 19:18:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10863,M-Pesa,200.0,MED007,Omeprazole 20mg,Gastro,1,200,200.0,120,80.0,No,2025-08-17 19:18:00,55,54,No,0.0
2024-08-17 21:50:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11055,M-Pesa,120.0,MED005,Metformin 500mg,Chronic,1,120,120.0,70,50.0,Yes,2025-08-17 21:50:00,97,96,Yes,0.0
2024-08-18 08:31:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11355,M-Pesa,50.0,MED017,Insulin Syringe,Diabetes,1,50,50.0,25,25.0,No,2025-08-18 08:31:00,85,84,No,0.0
2024-08-18 11:03:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11123,M-Pesa,180.0,MED011,Cough Syrup 100ml,Cold & Flu,1,180,180.0,100,80.0,No,2024-10-02 11:03:00,131,130,No,0.0
2024-08-18 13:22:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10503,M-Pesa,180.0,MED011,Cough Syrup 100ml,Cold & Flu,1,180,180.0,100,80.0,No,2025-02-14 13:22:00,178,177,No,
2024-08-18 13:30:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN11421,M-Pesa,300.0,MED003,Amoxicillin 500mg,Antibiotics,2,150,300.0,180,120.0,Yes,2026-08-18 13:30:00,67,65,No,0.0
2024-08-18 13:34:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10955,M-Pesa,700.0,MED004,Azithromycin 250mg,Antibiotics,2,350,700.0,400,300.0,Yes,2024-10-17 13:34:00,155,153,No,0.0
2024-08-18 17:03:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11316,Cash,550.0,MED014,Artemether-Lum,Antimalarials,1,550,550.0,350,200.0,Yes,2025-02-14 17:03:00,56,55,No,0.0
2024-08-18 19:16:00,OUT003,Kisumu Mega,C009,Mary Nekesa,TXN10349,M-Pesa,120.0,MED012,Flu Capsules,Cold & Flu,1,120,120.0,70,50.0,No,2024-11-16 19:16:00,123,122,No,0.0
2024-08-18 19:47:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10892,Cash,40.0,MED001,Paracetamol 500mg,Painkillers,1,50,40.0,30,10.0,No,2025-02-14 19:47:00,64,63,No,20.0
2024-08-18 20:30:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10235,M-Pesa,171.0,MED006,Amlodipine 5mg,Chronic,1,180,171.0,100,71.0,Yes,2025-08-18 20:30:00,94,93,No,5.0
2024-08-18 21:56:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN11159,Cash,2750.0,MED014,Artemether-Lum,Antimalarials,5,550,2750.0,1750,1000.0,Yes,2025-02-14 21:56:00,64,59,No,0.0
2024-08-19 09:16:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10586,M-Pesa,360.0,MED012,Flu Capsules,Cold & Flu,3,120,360.0,210,150.0,No,2025-08-19 09:16:00,196,193,No,0.0
2024-08-19 10:18:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10214,M-Pesa,40.0,MED017,Insulin Syringe,Diabetes,1,50,40.0,25,15.0,No,2025-08-19 10:18:00,44,43,No,
2024-08-19 11:30:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10859,M-Pesa,200.0,MED018,BP Monitor Battery,Equipment,1,200,200.0,120,80.0,No,2025-02-15 11:30:00,67,66,No,0.0
2024-08-19 12:19:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN11290,M-Pesa,150.0,MED016,Zinc Tablets,Supplements,1,150,150.0,90,60.0,No,2025-08-19 12:19:00,105,104,No,0.0
2024-08-19 12:30:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10737,M-Pesa,120.0,MED012,Flu Capsules,Cold & Flu,1,120,120.0,70,50.0,No,2024-11-17 12:30:00,24,23,No,0.0
2024-08-19 12:58:00,OUT003,Kisumu Mega,C009,Mary Nekesa,TXN10105,M-Pesa,1200.0,MED005,Metformin 500mg,Chronic,10,120,1200.0,700,500.0,Yes,2025-08-19 12:58:00,34,24,No,0.0
2024-08-19 14:06:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN10537,Cash,300.0,MED013,Malaria Test Kit,Diagnostics,1,300,300.0,180,120.0,No,2025-02-15 14:06:00,155,154,No,0.0
2024-08-19 16:41:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN11370,M-Pesa,1650.0,MED014,Artemether-Lum,Antimalarials,3,550,1650.0,1050,600.0,Yes,2025-08-19 16:41:00,134,131,No,0.0
2024-08-19 16:43:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN11174,M-Pesa,240.0,MED005,Metformin 500mg,Chronic,2,120,240.0,140,100.0,Yes,2026-08-19 16:43:00,86,84,No,0.0
2024-08-19 21:06:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN11229,M-Pesa,180.0,MED006,Amlodipine 5mg,Chronic,1,180,180.0,100,80.0,Yes,2024-10-18 21:06:00,89,88,No,0.0
2024-08-19 21:07:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10646,Card,765.0,MED010,Multivitamin Plus,Vitamins,2,450,765.0,560,205.0,No,2024-10-18 21:07:00,150,148,No,15.0
2024-08-19 21:13:00,OUT002,Mombasa Nyali,C006,Kevin Otieno,TXN11156,M-Pesa,360.0,MED006,Amlodipine 5mg,Chronic,2,180,360.0,200,160.0,Yes,2026-08-19 21:13:00,162,160,No,0.0
2024-08-19 21:38:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10842,Cash,50.0,MED017,Insulin Syringe,Diabetes,1,50,50.0,25,25.0,No,2026-08-19 21:38:00,33,32,No,0.0
2024-08-20 11:44:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10674,M-Pesa,160.0,MED002,Ibuprofen 400mg,Painkillers,2,80,160.0,100,60.0,No,2025-02-16 11:44:00,182,180,No,0.0
2024-08-20 12:40:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10125,M-Pesa,200.0,MED018,BP Monitor Battery,Equipment,1,200,200.0,120,80.0,No,2026-08-20 12:40:00,108,107,No,0.0
2024-08-20 13:58:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10857,M-Pesa,280.0,MED020,Eye Drops 10ml,Ophthalmic,1,280,280.0,170,110.0,No,2025-02-16 13:58:00,44,43,No,0.0
2024-08-20 15:16:00,OUT001,Nairobi CBD,C002,Peter Omondi,TXN10781,Cash,150.0,MED016,Zinc Tablets,Supplements,1,150,150.0,90,60.0,No,2026-08-20 15:16:00,140,139,No,0.0
2024-08-20 15:43:00,OUT003,Kisumu Mega,C009,Mary Nekesa,TXN10767,M-Pesa,120.0,MED012,Flu Capsules,Cold & Flu,1,120,120.0,70,50.0,No,2026-08-20 15:43:00,186,185,No,0.0
2024-08-20 15:48:00,OUT003,Kisumu Mega,C009,Mary Nekesa,TXN11084,M-Pesa,200.0,MED018,BP Monitor Battery,Equipment,1,200,200.0,120,80.0,No,2026-08-20 15:48:00,26,25,No,0.0
2024-08-20 20:32:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN10152,M-Pesa,60.0,MED008,Cetirizine 10mg,Allergy,1,60,60.0,35,25.0,No,2025-08-20 20:32:00,196,195,No,0.0
2024-08-21 08:19:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN10679,M-Pesa,180.0,MED011,Cough Syrup 100ml,Cold & Flu,1,180,180.0,100,80.0,No,2024-11-19 08:19:00,106,105,No,0.0
2024-08-21 08:37:00,OUT003,Kisumu Mega,C008,James Kiprop,TXN10204,Card,150.0,MED016,Zinc Tablets,Supplements,1,150,150.0,90,60.0,No,2024-10-20 08:37:00,151,150,No,0.0
2024-08-21 08:50:00,OUT002,Mombasa Nyali,C004,Hassan Ali,TXN10569,Cash,160.0,MED002,Ibuprofen 400mg,Painkillers,2,80,160.0,100,60.0,No,2025-08-21 08:50:00,183,181,No,0.0
2024-08-21 10:38:00,OUT002,Mombasa Nyali,C005,Fatma Said,TXN11323,M-Pesa,95.0,MED019,Antacid Tablets,Gastro,1,100,95.0,60,35.0,No,2025-08-21 10:38:00,27,26,No,5.0
2024-08-21 11:20:00,OUT001,Nairobi CBD,C003,Grace Muthoni,TXN10546,Cash,200.0,MED007,Omeprazole 20mg,Gastro,1,200,200.0,120,80.0,No,2025-08-21 11:20:00,141,140,Yes,0.0
2024-08-21 11:37:00,OUT001,Nairobi CBD,C001,Jane Wanjiku,TXN10233,M-Pesa,30.0,MED015,ORS Sachets,Gastro,1,30,30.0,15,15.0,No,2024-09-05 11:37:00,133,132,No,0.0
2024-08-21 11:43:00,OUT003,Kisumu Mega,C007,Lucy Achieng,TXN10991,Cash,50.0,MED001,Paracetamol 500mg,Painkillers,1,50,50.0,30,20.0,No,2025-08-21 11:43:00,73,72,No,0.0
